full_text,text_final,tokens,jumlah_pos_kata,jumlah_neg_kata,sentiment_score,sentiment_label
@tempodotco Sepertinya tdk ad yg bertanggungjawab kalau ada siswa yang keracunan. Saran saya kepala BGN harus setiap hari turun ke daerah untuk memakan langsung porsi MBG tsb sebelum di makan para siswa.,seperti ad bertanggungjawab kalau siswa keracunan saran kepala bgn hari turun daerah makan langsung porsi tsb makan siswa,"['seperti', 'ad', 'bertanggungjawab', 'kalau', 'siswa', 'keracunan', 'saran', 'kepala', 'bgn', 'hari', 'turun', 'daerah', 'makan', 'langsung', 'porsi', 'tsb', 'makan', 'siswa']",2,2,-1.0,NEUTRAL
FYI di daerah gue yg balita udah dapet mbg dan anak gue otomatis dapet tapi gaboleh diambil sama suami katanya takut keracunan ,fyi daerah gue balita dapet anak gue otomatis dapet gaboleh ambil sama suami kata takut keracunan,"['fyi', 'daerah', 'gue', 'balita', 'dapet', 'anak', 'gue', 'otomatis', 'dapet', 'gaboleh', 'ambil', 'sama', 'suami', 'kata', 'takut', 'keracunan']",5,2,7.0,POSITIVE
trs sedihnya masih ada aja yg mikir kalo keracunan itu disengaja sama pihak-pihak yg gasuka program tsb biar citranya jelek pdhl anak-anak yg keracunan mbg gatau apa apa,trs sedih mikir kalo keracunan sengaja sama pihak pihak gasuka tsb biar citra jelek pdhl anak anak keracunan gatau apa apa,"['trs', 'sedih', 'mikir', 'kalo', 'keracunan', 'sengaja', 'sama', 'pihak', 'pihak', 'gasuka', 'tsb', 'biar', 'citra', 'jelek', 'pdhl', 'anak', 'anak', 'keracunan', 'gatau', 'apa', 'apa']",3,11,-34.0,NEGATIVE
20 SISWA SDN 1 DI JAKTIM KERACUNAN MBG 5 ORANG SEMPAT MASUK IGD‼️ Sebanyak 20 siswa Sekolah Dasar Negeri (SDN) 01 Gedong Pasar Rebo Jakarta Timur mengalami keracunan diduga akibat mengonsumsi menu Makan Bergizi Gratis (MBG). Selasa (30/09/2025). Dari 20 siswa tersebut 5 https://t.co/FDLIqRBQsn,siswa sdn jaktim keracunan orang sempat masuk igd banyak siswa sekolah dasar negeri sdn gedong pasar rebo jakarta timur alami keracunan duga akibat konsumsi menu makan selasa siswa sebut,"['siswa', 'sdn', 'jaktim', 'keracunan', 'orang', 'sempat', 'masuk', 'igd', 'banyak', 'siswa', 'sekolah', 'dasar', 'negeri', 'sdn', 'gedong', 'pasar', 'rebo', 'jakarta', 'timur', 'alami', 'keracunan', 'duga', 'akibat', 'konsumsi', 'menu', 'makan', 'selasa', 'siswa', 'sebut']",5,3,5.0,POSITIVE
@EviDrajat Kmn org ini Saat ribuan anak sekolah keracunan MBG,kmn org ribu anak sekolah keracunan,"['kmn', 'org', 'ribu', 'anak', 'sekolah', 'keracunan']",1,0,3.0,POSITIVE
Mbg ga jelas menu masakan asal-asalan anak-anak pd ga suka jadinya food waste. Belum lagi kasus keracunan yang ga cuma sekali dua kali. Kenapa ga dihentikan aja sih? Perasaan gampang bgt buang-buang anggaran buat hal yg ga jelas.,jelas menu masakan asal asal anak anak suka jadi food waste kasus keracunan cuma sekali kali henti asa gampang bgt buang buang anggaran buat jelas,"['jelas', 'menu', 'masakan', 'asal', 'asal', 'anak', 'anak', 'suka', 'jadi', 'food', 'waste', 'kasus', 'keracunan', 'cuma', 'sekali', 'kali', 'henti', 'asa', 'gampang', 'bgt', 'buang', 'buang', 'anggaran', 'buat', 'jelas']",11,5,11.0,POSITIVE
@Hilmi28 Anak sekolah di rezim omon2 yang sekolahnya kebagian jatah MBG : Belajar dengan Tenang Khawatir takut keracunan ,anak sekolah rezim omon sekolah bagi jatah ajar tenang khawatir takut keracunan,"['anak', 'sekolah', 'rezim', 'omon', 'sekolah', 'bagi', 'jatah', 'ajar', 'tenang', 'khawatir', 'takut', 'keracunan']",4,3,3.0,POSITIVE
Alasan Kepsek Baru Ungkap Kasus 27 Siswa Mual Usai Makan Burger MBG https://t.co/NwKvzZJ0Ar,alas kepsek baru ungkap kasus siswa mual usai makan burger,"['alas', 'kepsek', 'baru', 'ungkap', 'kasus', 'siswa', 'mual', 'usai', 'makan', 'burger']",4,1,6.0,POSITIVE
@gabutcuy657 @Hak2015iim @tempodotco Ya sama aja kontol. Itu namanya berbohong dgn statistik. Zero accident dlm keamanan pangan itu wajib. Sekali ada kecelakaan semua klaim keberhasilan itu void. Lu mau anak lu keracunan trus yg ngasih MBG dgn santai bilang ah itu apes aja yg lain lbh byk aman aja ? IQ58 tolol,sama kontol nama bohong statistik zero accident dlm aman pangan wajib sekali celaka semua klaim hasil void lu mau anak lu keracunan trus ngasih santai bilang ah apes lbh byk aman iq tolol,"['sama', 'kontol', 'nama', 'bohong', 'statistik', 'zero', 'accident', 'dlm', 'aman', 'pangan', 'wajib', 'sekali', 'celaka', 'semua', 'klaim', 'hasil', 'void', 'lu', 'mau', 'anak', 'lu', 'keracunan', 'trus', 'ngasih', 'santai', 'bilang', 'ah', 'apes', 'lbh', 'byk', 'aman', 'iq', 'tolol']",6,8,-14.0,NEGATIVE
@KPAI_official Siswa Keracunan dlm program MBG bukan sekedaar angka tapi hak anak unk mendapatkan pangan yg aman dan bergizi. https://t.co/KEknANYlkI,siswa keracunan dlm bukan sekedaar hak anak unk dapat pangan aman,"['siswa', 'keracunan', 'dlm', 'bukan', 'sekedaar', 'hak', 'anak', 'unk', 'dapat', 'pangan', 'aman']",1,1,0.0,NEUTRAL
Program MBG Bertujuan Rakyat Sehat Bergizi Dgn APBN Ratusan Triliun Faktanya Keracunan Anak Sekolah Bergelimpangan dimana mana Wartawan Coba Tanya Ke Istana @prabowo Di Cabut Kartu Persnya Istana Di Jaktim Konon Diperlukan Kasar Kok Gitu ? Bukan Bikin Tim Audit Investigasi https://t.co/0BvC4yit1U,tuju rakyat sehat apbn ratus triliun fakta keracunan anak sekolah gelimpang mana wartawan coba tanya istana cabut kartu pers istana jaktim konon perlu kasar gitu bukan bikin tim audit investigasi,"['tuju', 'rakyat', 'sehat', 'apbn', 'ratus', 'triliun', 'fakta', 'keracunan', 'anak', 'sekolah', 'gelimpang', 'mana', 'wartawan', 'coba', 'tanya', 'istana', 'cabut', 'kartu', 'pers', 'istana', 'jaktim', 'konon', 'perlu', 'kasar', 'gitu', 'bukan', 'bikin', 'tim', 'audit', 'investigasi']",6,5,7.0,POSITIVE
@tribunnews Lanjut terus MBG MBG jalan terus Kan siswa yg keracunan hanya nol koma nol sekian % dari jumlah total MBG ? Pendekatan statistik saja masalah keracunan jangan melankolis bahwa 1 nyawa siswa pun sangat berharga yg hrs dilindungi Negara.,lanjut terus jalan terus kan siswa keracunan nol koma nol sekian jumlah total dekat statistik masalah keracunan jangan melankolis nyawa siswa sangat harga lindung negara,"['lanjut', 'terus', 'jalan', 'terus', 'kan', 'siswa', 'keracunan', 'nol', 'koma', 'nol', 'sekian', 'jumlah', 'total', 'dekat', 'statistik', 'masalah', 'keracunan', 'jangan', 'melankolis', 'nyawa', 'siswa', 'sangat', 'harga', 'lindung', 'negara']",6,5,2.0,POSITIVE
@Franco78Carlos @kopisejutaummat @FunJunkies Gatau makanya kenapa ada kasus keracunan. Kalo tau mbg beracun mah ya ngapain juga ngasih izin anak-anak buat makan apalagi saya penanggung jawab di sekolah buat ngecek. Udahlah susah ngomong sama yang denialnya parah. Disuruh nyobain malah gamau,gatau makanya kasus keracunan kalo tau racun ngapain ngasih izin anak anak buat makan tanggung jawab sekolah buat ngecek udahlah susah ngomong sama denialnya parah suruh nyobain malah gamau,"['gatau', 'makanya', 'kasus', 'keracunan', 'kalo', 'tau', 'racun', 'ngapain', 'ngasih', 'izin', 'anak', 'anak', 'buat', 'makan', 'tanggung', 'jawab', 'sekolah', 'buat', 'ngecek', 'udahlah', 'susah', 'ngomong', 'sama', 'denialnya', 'parah', 'suruh', 'nyobain', 'malah', 'gamau']",9,6,-1.0,NEGATIVE
@WagimanDeep212_ So penyebab siswa keracunan MBG : 1. Tidak terbiasa. 2. Tidak cuci tangan. 3. Tidak pake sendok. 4. Tidak sarapan. 5. Tidak punya BPJS.,so sebab siswa keracunan biasa cuci tangan pake sendok sarap punya bpjs,"['so', 'sebab', 'siswa', 'keracunan', 'biasa', 'cuci', 'tangan', 'pake', 'sendok', 'sarap', 'punya', 'bpjs']",5,0,16.0,POSITIVE
Siswa Keracunan MBG China Langsung Tangkap 6 Orang Puluhan Pejabat Diperiksa https://t.co/Sam2x99cAn #China,siswa keracunan china langsung tangkap orang puluh jabat periksa china,"['siswa', 'keracunan', 'china', 'langsung', 'tangkap', 'orang', 'puluh', 'jabat', 'periksa', 'china']",2,3,-5.0,NEGATIVE
@sharpandshark Lihat saja dana mbg dati 71 triliun yg digelontorkan hanya 13T yg terserap tefus kelebihannya kemana? Dikorupsi?. Pantes banyak anak keracunan menu mbg yg ngasal. Banyak belatung ulat lintah bahkan ada mbg yg menunya ada srpihan kaca. Jadi yg bergizi itu siapa? https://t.co/ln7MNal2bJ,lihat dana dati triliun gelontor serap tefus lebih korupsi pantes banyak anak keracunan menu ngasal banyak belatung ulat lintah bahkan menu srpihan kaca jadi siapa,"['lihat', 'dana', 'dati', 'triliun', 'gelontor', 'serap', 'tefus', 'lebih', 'korupsi', 'pantes', 'banyak', 'anak', 'keracunan', 'menu', 'ngasal', 'banyak', 'belatung', 'ulat', 'lintah', 'bahkan', 'menu', 'srpihan', 'kaca', 'jadi', 'siapa']",8,4,9.0,POSITIVE
Dan sekarang di daerah gue balita sama bumil otw dikasih mbg. Mana anak gue toddler (dan kemungkinan kebagian). Tp yg gue liat mbg nya upf. Real food bikin keracunan tp upf tinggi gulgar. Kaga ada yg bener udahin aja mbg nya ,sekarang daerah gue balita sama bumil otw kasih mana anak gue toddler mungkin bagi gue liat upf real food bikin keracunan upf tinggi gulgar kaga bener udahin,"['sekarang', 'daerah', 'gue', 'balita', 'sama', 'bumil', 'otw', 'kasih', 'mana', 'anak', 'gue', 'toddler', 'mungkin', 'bagi', 'gue', 'liat', 'upf', 'real', 'food', 'bikin', 'keracunan', 'upf', 'tinggi', 'gulgar', 'kaga', 'bener', 'udahin']",5,1,11.0,POSITIVE
@AnakLolina2 Kenapa kasus keracunan MBG terus terjadi karena ketika terjadi kesalahan bukannya berbenah atau mengevaluasi namun justru mencari pembelaan dan pembenaran.bahkan menyalahkan anak-anak. https://t.co/oyrKS86Uj4,kasus keracunan terus jadi jadi salah bukan benah evaluasi justru cari bela pembenaranbahkan salah anak anak,"['kasus', 'keracunan', 'terus', 'jadi', 'jadi', 'salah', 'bukan', 'benah', 'evaluasi', 'justru', 'cari', 'bela', 'pembenaranbahkan', 'salah', 'anak', 'anak']",5,3,4.0,POSITIVE
Sekitar 800 siswa dari 1.546 siswa Sekolah Menengah Kejuruan (SMK) Kandeman Kabupaten Batang Jawa Tengah mengalami keracunan diduga setelah menyantap makanan program Makan Bergizi Gratis (MBG) Jumat (31/10/2025). https://t.co/vBH4mR8Moj,siswa siswa sekolah tengah juru smk kandeman kabupaten batang jawa tengah alami keracunan duga santap makan makan jumat,"['siswa', 'siswa', 'sekolah', 'tengah', 'juru', 'smk', 'kandeman', 'kabupaten', 'batang', 'jawa', 'tengah', 'alami', 'keracunan', 'duga', 'santap', 'makan', 'makan', 'jumat']",3,4,-9.0,NEGATIVE
@tempodotco Sebanyak 800 siswa Sekolah Menengah Kejuruan (SMK) Kandeman Kabupaten Batang Jawa Tengah mengalami keracunan diduga setelah menyantap program Makan Bergizi Gratis (MBG). Kepala SMK Kandeman Yulianto Jumat (31/10/2025) mengatakan dari 1.546 siswa 800 diantaranya diduga https://t.co/1dLaRSWh1e,banyak siswa sekolah tengah juru smk kandeman kabupaten batang jawa tengah alami keracunan duga santap makan kepala smk kandeman yulianto jumat kata siswa antara duga,"['banyak', 'siswa', 'sekolah', 'tengah', 'juru', 'smk', 'kandeman', 'kabupaten', 'batang', 'jawa', 'tengah', 'alami', 'keracunan', 'duga', 'santap', 'makan', 'kepala', 'smk', 'kandeman', 'yulianto', 'jumat', 'kata', 'siswa', 'antara', 'duga']",7,4,4.0,POSITIVE
@barengwarga 800 anak SMK keracunan MBG di Batang Jawa Tengah...! https://t.co/rQyJcdZGtF,anak smk keracunan batang jawa tengah,"['anak', 'smk', 'keracunan', 'batang', 'jawa', 'tengah']",1,2,-6.0,NEGATIVE
@uwiach @LatterstoAster @BaseBDG Ini kasus dugaan keracunan massal di Cibodas Lembang Bandung Barat. Ratusan siswa dari beberapa sekolah (seperti SDN 2 Cibodas SMPN 4 Lembang) mengalami mual muntah setelah makan program Makan Bergizi Gratis (MBG) pada 28 Oktober 2025. Korban dirawat di puskesmas dan RS ,kasus duga keracunan massal cibodas lembang bandung barat ratus siswa beberapa sekolah sdn cibodas smpn lembang alami mual muntah makan makan oktober korban rawat puskesmas rs,"['kasus', 'duga', 'keracunan', 'massal', 'cibodas', 'lembang', 'bandung', 'barat', 'ratus', 'siswa', 'beberapa', 'sekolah', 'sdn', 'cibodas', 'smpn', 'lembang', 'alami', 'mual', 'muntah', 'makan', 'makan', 'oktober', 'korban', 'rawat', 'puskesmas', 'rs']",3,4,-23.0,NEGATIVE
kemaren coba nanya ke nyokap kenapa kok tbtb jadi berubah pikiran buat ikut MBG padahal udh makin banyak berita keracunan. soalnya sebelumnya kek menolak keras buat ikutan. terus dijawab apa??? ya belum tentu jg nanti siswa kita keracunan. apa salahnya nyoba? FFS TS PMO SO BAD,kemaren coba nanya nyokap tbtb jadi ubah pikir buat ikut padahal makin banyak berita keracunan soal belum kek tolak keras buat ikut terus jawab apa siswa keracunan apa salah nyoba ffs ts pmo so bad,"['kemaren', 'coba', 'nanya', 'nyokap', 'tbtb', 'jadi', 'ubah', 'pikir', 'buat', 'ikut', 'padahal', 'makin', 'banyak', 'berita', 'keracunan', 'soal', 'belum', 'kek', 'tolak', 'keras', 'buat', 'ikut', 'terus', 'jawab', 'apa', 'siswa', 'keracunan', 'apa', 'salah', 'nyoba', 'ffs', 'ts', 'pmo', 'so', 'bad']",10,9,5.0,POSITIVE
Keracunan MBG tidak main-main resikonya mengancam nyawa siswa apalagi terjadi kepada anak Sekolah Dasar yg rentang Umurnya dari 7 tahun s.d 12 tahun. Tolong pak Presiden @prabowo @bang_dasco @KemensetnegRI @setkabgoid tutup SPPG dan Pecat SPPI yang tidak menjalankan SOP dgn baik https://t.co/Buh03KkFY7,keracunan main main resiko ancam nyawa siswa jadi anak sekolah dasar rentang umur tahun sd tahun pak presiden tutup sppg pecat sppi jalan sop baik,"['keracunan', 'main', 'main', 'resiko', 'ancam', 'nyawa', 'siswa', 'jadi', 'anak', 'sekolah', 'dasar', 'rentang', 'umur', 'tahun', 'sd', 'tahun', 'pak', 'presiden', 'tutup', 'sppg', 'pecat', 'sppi', 'jalan', 'sop', 'baik']",6,7,-10.0,NEGATIVE
Keselamatan dan kesehatan 1 anak dipertaruhkan saja sudah terlalu banyak. Berapa banyak kasus keracunan sejak program mbg dimulai? Ganti semua tim koordinasi bentukan presiden mereka sudah gagal melindungi anak Indonesia.,selamat sehat anak taruh terlalu banyak berapa banyak kasus keracunan sejak mulai ganti semua tim koordinasi bentuk presiden gagal lindung anak indonesia,"['selamat', 'sehat', 'anak', 'taruh', 'terlalu', 'banyak', 'berapa', 'banyak', 'kasus', 'keracunan', 'sejak', 'mulai', 'ganti', 'semua', 'tim', 'koordinasi', 'bentuk', 'presiden', 'gagal', 'lindung', 'anak', 'indonesia']",11,4,19.0,POSITIVE
@IndoPopBase Coba kasih sanksi pidana untuk setiap kejadian keracunan mbg. Kalau mau jakan terus jangan pakai nyawa anak sebagai uji coba. Marah banget.,coba kasih sanksi pidana jadi keracunan kalau mau jakan terus jangan pakai nyawa anak uji coba marah banget,"['coba', 'kasih', 'sanksi', 'pidana', 'jadi', 'keracunan', 'kalau', 'mau', 'jakan', 'terus', 'jangan', 'pakai', 'nyawa', 'anak', 'uji', 'coba', 'marah', 'banget']",4,6,-13.0,NEGATIVE
@nrlnurul45 @ade745780 @kompascom Semoga uang haram dari hasil MBG ini jadi bahan bakar di neraka kelak dan jadi jariyah dosa selama banyak anak keracunan akibat MBG,moga uang haram hasil jadi bahan bakar neraka kelak jadi jariyah dosa lama banyak anak keracunan akibat,"['moga', 'uang', 'haram', 'hasil', 'jadi', 'bahan', 'bakar', 'neraka', 'kelak', 'jadi', 'jariyah', 'dosa', 'lama', 'banyak', 'anak', 'keracunan', 'akibat']",6,6,0.0,NEUTRAL
anak kecilnya keracunan mbg anak gedenya keracunan microplastic,anak kecil keracunan anak gede keracunan microplastic,"['anak', 'kecil', 'keracunan', 'anak', 'gede', 'keracunan', 'microplastic']",4,0,13.0,POSITIVE
@prabowo Apapun yang sampean ucapkan tentang sesuatu yang menurut sampean baik ternyata hasilnya justru sebaliknya - sampean bicara MBG ternyata hasilnya Keracunan dan banyak Siswa yang Meninggal Sampean bicara jangan takut deforestasi ternyata hasilnya Keracunan Banjir Bandang #hening,apa sampean ucap sampean baik nyata hasil justru balik sampean bicara nyata hasil keracunan banyak siswa tinggal sampean bicara jangan takut deforestasi nyata hasil keracunan banjir bandang hening,"['apa', 'sampean', 'ucap', 'sampean', 'baik', 'nyata', 'hasil', 'justru', 'balik', 'sampean', 'bicara', 'nyata', 'hasil', 'keracunan', 'banyak', 'siswa', 'tinggal', 'sampean', 'bicara', 'jangan', 'takut', 'deforestasi', 'nyata', 'hasil', 'keracunan', 'banjir', 'bandang', 'hening']",12,10,20.0,POSITIVE
Bupati Madiun minta maaf atas kelalaian SPPG dalam insiden keracunan MBG. Selain dihentikan sementara SPPG Cinta Anak juga dievaluasi. https://t.co/ZFB5lCYtYV,bupati madiun minta maaf atas lalai sppg insiden keracunan henti sppg cinta anak evaluasi,"['bupati', 'madiun', 'minta', 'maaf', 'atas', 'lalai', 'sppg', 'insiden', 'keracunan', 'henti', 'sppg', 'cinta', 'anak', 'evaluasi']",4,4,-6.0,NEGATIVE
mau nunggu korbannya ampe berapa sih? apa angka2 korban ini cuma statistik seperti siswa mbg yang keracunan? statistiknya masi keitung kecil jadinya lambat geraknya :(,mau nunggu korban ampe berapa apa korban cuma statistik siswa keracunan statistik mas keitung kecil jadi lambat gerak,"['mau', 'nunggu', 'korban', 'ampe', 'berapa', 'apa', 'korban', 'cuma', 'statistik', 'siswa', 'keracunan', 'statistik', 'mas', 'keitung', 'kecil', 'jadi', 'lambat', 'gerak']",4,4,-9.0,NEGATIVE
i'm truly sorry if there is someone get offended but he is right. beliau punya banyak hasil nyata. nyata numbangin banyak makhluk nggak cuma anak-anak yg keracunan MBG nggak cuma korban bencana but the elephant orang utan the tigers. betul-betul nyata nampak di mata :),im truly sorry if there is someone get offended but he is right beliau punya banyak hasil nyata nyata numbangin banyak makhluk cuma anak anak keracunan cuma korban bencana but the elephant orang utan the tigers betul betul nyata nampak mata,"['im', 'truly', 'sorry', 'if', 'there', 'is', 'someone', 'get', 'offended', 'but', 'he', 'is', 'right', 'beliau', 'punya', 'banyak', 'hasil', 'nyata', 'nyata', 'numbangin', 'banyak', 'makhluk', 'cuma', 'anak', 'anak', 'keracunan', 'cuma', 'korban', 'bencana', 'but', 'the', 'elephant', 'orang', 'utan', 'the', 'tigers', 'betul', 'betul', 'nyata', 'nampak', 'mata']",14,5,32.0,POSITIVE
@KangManto123 KURAWA semua pejabatnya apa yg mw di harap. Duryodananya aja udh ngawur tanggung jwb hutan ke guru sama anak skolah. Ya klo gajih guru 50jt sebulan.. udh suruh icip MBG murid keracunan.. mengerikan ini militer2 bercokol d instansi2 gmn nanti nuruninnya?,rawa semua jabat apa mw harap duryodananya ngawur tanggung jwb hutan guru sama anak skolah klo gajih guru jt bulan suruh icip murid keracunan keri militer cokol instansi gmn nuruninnya,"['rawa', 'semua', 'jabat', 'apa', 'mw', 'harap', 'duryodananya', 'ngawur', 'tanggung', 'jwb', 'hutan', 'guru', 'sama', 'anak', 'skolah', 'klo', 'gajih', 'guru', 'jt', 'bulan', 'suruh', 'icip', 'murid', 'keracunan', 'keri', 'militer', 'cokol', 'instansi', 'gmn', 'nuruninnya']",10,9,2.0,NEGATIVE
@KangManto123 Same energy with anak anak yang keracunan mbg cuma beberapa persen dari sekian juta porsi pdahal korban jiwa udah banyak oh iya itu kan cuma berapa persen doang dari sekian juta penduduk indo ,same energy with anak anak keracunan cuma beberapa persen sekian juta porsi pdahal korban jiwa banyak iya kan cuma berapa persen doang sekian juta duduk indo,"['same', 'energy', 'with', 'anak', 'anak', 'keracunan', 'cuma', 'beberapa', 'persen', 'sekian', 'juta', 'porsi', 'pdahal', 'korban', 'jiwa', 'banyak', 'iya', 'kan', 'cuma', 'berapa', 'persen', 'doang', 'sekian', 'juta', 'duduk', 'indo']",7,2,13.0,POSITIVE
siswa korban keracunan MBG nyampe sebanyak itu aja dia ga peduli udah ga kaget bencana sebesar ini pun dia tetep tambeng. gaada artinya nyawa buat pak presiden dan jajarannya ya?,siswa korban keracunan nyampe banyak peduli kaget bencana besar tetep tambeng gaada arti nyawa buat pak presiden jajar,"['siswa', 'korban', 'keracunan', 'nyampe', 'banyak', 'peduli', 'kaget', 'bencana', 'besar', 'tetep', 'tambeng', 'gaada', 'arti', 'nyawa', 'buat', 'pak', 'presiden', 'jajar']",7,4,3.0,NEGATIVE
Keracunan karena mbg 16.000 anak saja bukan tragedi nosional.. Pejabat woles https://t.co/dxrhCkCCwa,keracunan anak bukan tragedi nosional jabat woles,"['keracunan', 'anak', 'bukan', 'tragedi', 'nosional', 'jabat', 'woles']",2,1,5.0,POSITIVE
@QianzyZ Bagus sih... Lebih tepat sasaran kalo orang tua siswa benar dalam mengelolanya. Dan pastinya banyak instansi terkait yang ga setuju karena hilang pendapatan.ysng bener MBG dikelola orang tua murid jadi lebih efisien dan minim resiko keracunan.,bagus lebih tepat sasar kalo orang tua siswa benar kelola pasti banyak instansi kait tuju hilang pendapatanysng bener kelola orang tua murid jadi lebih efisien minim resiko keracunan,"['bagus', 'lebih', 'tepat', 'sasar', 'kalo', 'orang', 'tua', 'siswa', 'benar', 'kelola', 'pasti', 'banyak', 'instansi', 'kait', 'tuju', 'hilang', 'pendapatanysng', 'bener', 'kelola', 'orang', 'tua', 'murid', 'jadi', 'lebih', 'efisien', 'minim', 'resiko', 'keracunan']",14,6,33.0,POSITIVE
What did u mean with gizi anak? Yang ada anak2 bahkan guru pun keracunan itu MBG Cair berapa ratus rupiah btw?️,what did mean with anak anak bahkan guru keracunan cair berapa ratus rupiah btw,"['what', 'did', 'mean', 'with', 'anak', 'anak', 'bahkan', 'guru', 'keracunan', 'cair', 'berapa', 'ratus', 'rupiah', 'btw']",3,0,9.0,POSITIVE
@tubbirfess ribuan siswa dan guru keracunan aja cuma jadi statistik 1% untuk 99% keberhasilan MBG tub. wkwkww,ribu siswa guru keracunan cuma jadi statistik hasil tub wkwkww,"['ribu', 'siswa', 'guru', 'keracunan', 'cuma', 'jadi', 'statistik', 'hasil', 'tub', 'wkwkww']",4,0,18.0,POSITIVE
@tempodotco Sialan ini cuma bisa baper kalo ada yang bawa bawa personal sama nyenggol orang orang deketnya. Selain itu dia mah ga peduli. Banyak anak keracunan pas mbg dia bilang itu masih kecil. Sekarang warga banyak yang jadi korban itungannya belum darurat. Nauzubillah ni org.,sial cuma baper kalo bawa bawa personal sama nyenggol orang orang deketnya peduli banyak anak keracunan pas bilang kecil sekarang warga banyak jadi korban itungannya darurat nauzubillah ni org,"['sial', 'cuma', 'baper', 'kalo', 'bawa', 'bawa', 'personal', 'sama', 'nyenggol', 'orang', 'orang', 'deketnya', 'peduli', 'banyak', 'anak', 'keracunan', 'pas', 'bilang', 'kecil', 'sekarang', 'warga', 'banyak', 'jadi', 'korban', 'itungannya', 'darurat', 'nauzubillah', 'ni', 'org']",11,6,7.0,POSITIVE
demo terus terusan ditahun pertama menjabat (13 org meninggal) ribuan anak sekolah keracunan akibat mbg tni masuk posisi sipil banyak satwa endemik mati banjir bandang di sumatera pidato aneh mengenai pohon sawit. Pls introspeksi diri jgn delulu terus,demo terus terus tahun pertama jabat org tinggal ribu anak sekolah keracunan akibat tni masuk posisi sipil banyak satwa endemik mati banjir bandang sumatera pidato aneh kena pohon sawit pls introspeksi diri jgn delulu terus,"['demo', 'terus', 'terus', 'tahun', 'pertama', 'jabat', 'org', 'tinggal', 'ribu', 'anak', 'sekolah', 'keracunan', 'akibat', 'tni', 'masuk', 'posisi', 'sipil', 'banyak', 'satwa', 'endemik', 'mati', 'banjir', 'bandang', 'sumatera', 'pidato', 'aneh', 'kena', 'pohon', 'sawit', 'pls', 'introspeksi', 'diri', 'jgn', 'delulu', 'terus']",11,8,11.0,POSITIVE
Lucu bgt anjg buzzer blg pemerintah komit pada kesehatan anak melalui mbg MEANWHILEEEE ANAK2 LU PADA KERACUNAN,lucu bgt anjg buzzer blg pemerintah komit sehat anak lalu meanwhileeee anak lu keracunan,"['lucu', 'bgt', 'anjg', 'buzzer', 'blg', 'pemerintah', 'komit', 'sehat', 'anak', 'lalu', 'meanwhileeee', 'anak', 'lu', 'keracunan']",5,1,13.0,POSITIVE
Oh iya. Jelas nyata. Beribu murid keracunan MBG. Tersohor kali itu. Nyata sekali ulat sampai cacing tanah didalam MBG.,iya jelas nyata ibu murid keracunan sohor kali nyata sekali ulat cacing tanah dalam,"['iya', 'jelas', 'nyata', 'ibu', 'murid', 'keracunan', 'sohor', 'kali', 'nyata', 'sekali', 'ulat', 'cacing', 'tanah', 'dalam']",7,1,22.0,POSITIVE
To make it worst buzzers are being mobilized to defend MBG and ensure the project continues uninterrupted padahal ini program ngabisin banyak dana bikin anak-anak keracunan dan dijadiin ladang korupsi. Capek banget monyet negara anjing kapan sih bubarnya,to make it worst buzzers are being mobilized to defend and ensure the project continues uninterrupted padahal ngabisin banyak dana bikin anak anak keracunan dijadiin ladang korupsi capek banget monyet negara anjing kapan bubar,"['to', 'make', 'it', 'worst', 'buzzers', 'are', 'being', 'mobilized', 'to', 'defend', 'and', 'ensure', 'the', 'project', 'continues', 'uninterrupted', 'padahal', 'ngabisin', 'banyak', 'dana', 'bikin', 'anak', 'anak', 'keracunan', 'dijadiin', 'ladang', 'korupsi', 'capek', 'banget', 'monyet', 'negara', 'anjing', 'kapan', 'bubar']",6,5,-13.0,NEGATIVE
@killapix @icecoldnovember Prabowo itu zionist anak dan asprinya smua lgbt Programnya depopulasi manusia Banyak keracunan mbg Tmenannya sama raja yordan nathan rothschild bill gates Connect the dot...,prabowo zionist anak asprinya smua lgbt program depopulasi manusia banyak keracunan tmenannya sama raja yordan nathan rothschild bill gates connect the dot,"['prabowo', 'zionist', 'anak', 'asprinya', 'smua', 'lgbt', 'program', 'depopulasi', 'manusia', 'banyak', 'keracunan', 'tmenannya', 'sama', 'raja', 'yordan', 'nathan', 'rothschild', 'bill', 'gates', 'connect', 'the', 'dot']",4,1,9.0,POSITIVE
@KangManto123 dasar keilmuannya apa mendadak bisa naikkan IQ anak dengan MBG? Setelah 16ribu anak keracunan mbg. Politisi buat narasi argumen asal asalan = manipulasi.,dasar ilmu apa dadak naik iq anak ribu anak keracunan politis buat narasi argumen asal asal manipulasi,"['dasar', 'ilmu', 'apa', 'dadak', 'naik', 'iq', 'anak', 'ribu', 'anak', 'keracunan', 'politis', 'buat', 'narasi', 'argumen', 'asal', 'asal', 'manipulasi']",5,5,-5.0,NEGATIVE
